employee_id,employee_name,department,designation,grade,manager_name,completeness_rate,effectiveness_score,engagement_score,eng_sig_completion_rate,eng_sig_pass_rate,eng_sig_avg_score,eng_sig_feedback,eng_sig_speed,verified_certs,is_first_time_voucher,voucher_eligibility,voucher_priority_rank,_view_refreshed_ts
E10150,Meera Bose,Enterprise Applications,Contractor,P1,Rohan Joshi,100,78,85.05,100,100,78,82,21.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10213,Shruti Shah,Digital Engineering,Software Engineer,P1,Anjali Patel,100,81,76,100,100,81,0,48,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10296,Vihaan Sharma,Enterprise Applications,Developer,P1,Rohan Joshi,100,90,73.5,100,100,90,0,5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10143,Vihaan Nair,Bi & Analytics,Contractor,P1,Priya Sharma,100,93,91.85,100,100,93,80,62.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10137,Krishna Gupta,Domain Consulting,Trainee,P1,Meera Reddy,100,92,87.1,100,100,92,86,8,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10254,Reyansh Pillai,Bi & Analytics,Analyst,P1,Priya Sharma,100,94,77.65,100,100,94,0,38.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10231,Sneha Banerjee,Enterprise Applications,Trainee,P1,Rohan Joshi,100,83,77.85,100,100,83,0,62.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10178,Nidhi Das,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,100,88,73,100,100,88,0,4,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10244,Ishaan Kumar,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,100,86,76.2,100,100,86,0,40,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10130,Riya Jain,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,100,88,87.6,100,100,88,84,24,0,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10233,Priya Das,Domain Consulting,Consultant,P1,Meera Reddy,100,92,78.4,100,100,92,0,50,0,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10110,Diya Gupta,Bi & Analytics,Analyst,P1,Karan Gupta,100,94,88.5,100,100,94,82,24,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10221,Aditi Rao,Data Engineering,Data Engineer,P1,Amit Desai,100,92,79.9,100,100,92,0,65,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10106,Aditi Sharma,Data Engineering,Data Engineer,P1,Amit Desai,100,88,86.75,100,100,88,90,6.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10247,Ananya Reddy,Enterprise Applications,Contractor,P1,Rohan Joshi,100,85,72.8,100,100,85,0,8,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10294,Sai Shah,Digital Engineering,Senior Engineer,P2,Anjali Patel,100,78,74.75,100,100,78,0,41.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10206,Ishaan Das,Bi & Analytics,Analyst,P1,Priya Sharma,100,94,74.3,100,100,94,0,5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10226,Arjun Menon,Ai & Data Science,Data Scientist,P1,Neha Singh,100,88,73.1,100,100,88,0,5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10236,Vikram Dubey,Data Engineering,Data Engineer,P1,Sneha Iyer,100,90,73.5,100,100,90,0,5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10275,Neha Rao,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,100,93,74.7,100,100,93,0,11,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10165,Arjun Reddy,Digital Engineering,Trainee,P1,Anjali Patel,100,81,85.2,100,100,81,86,11,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10234,Karan Mishra,Domain Consulting,Trainee,P1,Meera Reddy,100,78,74.6,100,100,78,0,40,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10175,Krishna Chatterjee,Bi & Analytics,Analyst,P1,Priya Sharma,100,85,73.1,100,100,85,0,11,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10224,Aarav Iyer,Bi & Analytics,Analyst,P1,Priya Sharma,100,90,77.35,100,100,90,0,43.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10167,Ishaan Desai,Enterprise Applications,Senior Developer,P2,Rohan Joshi,100,93,87,100,100,93,84,8,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10157,Karan Jain,Bi & Analytics,Analyst,P1,Priya Sharma,100,89,86.3,100,100,89,86,6,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10149,Arjun Banerjee,Digital Engineering,Senior Engineer,P2,Anjali Patel,100,92,88,100,100,92,84,20,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10114,Neha Joshi,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,100,78,89.4,100,100,78,92,50,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10134,Isha Singh,Enterprise Applications,Trainee,P1,Rohan Joshi,100,94,92.6,100,100,94,92,50,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10141,Sai Joshi,Bi & Analytics,Analyst,P1,Priya Sharma,100,81,91.05,100,100,81,94,57.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10133,Shaurya Sharma,Digital Engineering,Software Engineer,P1,Anjali Patel,100,89,91.05,100,100,89,80,62.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10279,Kavya Nair,Enterprise Applications,Trainee,P1,Rohan Joshi,100,83,73.25,100,100,83,0,16.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10207,Riya Mishra,Bi & Analytics,Analyst,P1,Karan Gupta,100,83,72.4,100,100,83,0,8,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10108,Kavya Kumar,Data Engineering,Senior Data Engineer,P2,Amit Desai,100,76,84.15,100,100,76,88,7.5,0,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10297,Aditi Singh,Domain Consulting,Senior Consultant,P2,Meera Reddy,100,81,71.8,100,100,81,0,6,0,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10122,Neha Banerjee,Data Engineering,Data Engineer,P1,Amit Desai,100,94,91.4,100,100,94,84,50,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10280,Arjun Menon,Enterprise Applications,Developer,P1,Rohan Joshi,100,86,74.6,100,100,86,0,24,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10171,Shaurya Menon,Data Engineering,Contractor,P1,Sneha Iyer,100,83,91.75,100,100,83,96,57.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10289,Shruti Pandey,Ai & Data Science,Data Scientist,P1,Neha Singh,100,89,74.7,100,100,89,0,19,0,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10241,Kavya Mehta,Ai & Data Science,Data Scientist,P1,Neha Singh,100,89,78.55,100,100,89,0,57.5,0,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10210,Shaurya Tiwari,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,100,78,72.5,100,100,78,0,19,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10173,Ayaan Verma,Bi & Analytics,Senior Analyst,P2,Priya Sharma,100,92,78.4,100,100,92,0,50,0,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10248,Shaurya Rao,Enterprise Applications,Developer,P1,Rohan Joshi,100,90,73.6,100,100,90,0,6,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10120,Anjali Yadav,Domain Consulting,Consultant,P1,Meera Reddy,100,77,85.4,100,100,77,80,30,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10214,Krishna Mehta,Digital Engineering,Trainee,P1,Anjali Patel,100,88,77.6,100,100,88,0,50,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10223,Kavya Joshi,Bi & Analytics,Analyst,P1,Karan Gupta,100,85,77.45,100,100,85,0,54.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10125,Aditya Mishra,Bi & Analytics,Senior Analyst,P2,Priya Sharma,100,92,87.75,100,100,92,86,14.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10218,Sai Patel,Domain Consulting,Senior Consultant,P2,Meera Reddy,100,94,74.3,100,100,94,0,5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10268,Amit Mehta,Data Engineering,Contractor,P1,Sneha Iyer,100,86,72.8,100,100,86,0,6,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10097,Ayaan Das,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,75,82.33,68.65,75,75,61.75,86,21.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10091,Ishaan Pillai,Data Engineering,Data Engineer,P1,Sneha Iyer,75,85,53.25,75,25,21.25,96,58.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10095,Shaurya Banerjee,Bi & Analytics,Contractor,P1,Priya Sharma,75,86.33,68.9,75,75,64.75,84,21,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10096,Isha Bose,Ai & Data Science,Data Scientist,P1,Neha Singh,75,85,70.55,75,75,63.75,90,30.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10099,Krishna Pandey,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,75,85.33,69.95,75,75,64,86,30,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10100,Tanya Dubey,Digital Engineering,Software Engineer,P1,Anjali Patel,75,86.67,68.95,75,75,65,82,24,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10092,Riya Verma,Data Engineering,Trainee,P1,Amit Desai,75,90,71.45,75,75,67.5,86,38,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10094,Ananya Chatterjee,Bi & Analytics,Senior Analyst,P2,Karan Gupta,75,90,72.7,75,75,67.5,92,41.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10093,Atharva Yadav,Bi & Analytics,Analyst,P1,Priya Sharma,75,82,70.15,75,75,61.5,80,46,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10098,Shruti Mishra,Cloud & Platform,Trainee,P1,Vikram Rao,75,88.67,69.55,75,75,66.5,84,24,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10017,Atharva Mishra,Bi & Analytics,Analyst,P1,Priya Sharma,50,88,51.6,50,50,44,86,24,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10075,Rohan Agarwal,Data Engineering,Contractor,P1,Sneha Iyer,50,90,50.4,50,50,45,84,13,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10054,Riya Kumar,Enterprise Applications,Developer,P1,Rohan Joshi,50,87,49.9,50,50,43.5,84,11,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10005,Karan Gupta,Bi & Analytics,Lead Analyst,P2,Priya Sharma,50,95,54.45,50,50,47.5,94,33.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10043,Karan Das,Data Engineering,Data Engineer,P1,Amit Desai,50,78,49,50,50,39,88,5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10002,Sneha Iyer,Data Engineering,Lead Data Engineer,P2,Amit Desai,50,92,50.7,50,50,46,84,14,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10085,Rohan Rao,Digital Engineering,Software Engineer,P1,Anjali Patel,50,78,49.6,50,50,39,86,14,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10077,Amit Shah,Bi & Analytics,Senior Analyst,P2,Priya Sharma,50,88,49.9,50,50,44,86,7,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10022,Shruti Jain,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,50,92,58.4,50,50,46,98,70,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10070,Kavya Das,Enterprise Applications,Developer,P1,Rohan Joshi,50,82,49.9,50,50,41,82,19,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10047,Rohan Tiwari,Bi & Analytics,Analyst,P1,Karan Gupta,50,88,50.5,50,50,44,82,19,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10009,Rohan Joshi,Enterprise Applications,Manager,M1,Anita Joshi,50,90,56.15,50,50,45,96,52.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10078,Sneha Mehta,Bi & Analytics,Analyst,P1,Karan Gupta,50,93,49.65,50,50,46.5,82,5.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10088,Kavya Iyer,Domain Consulting,Consultant,P1,Meera Reddy,50,81,49.2,50,50,40.5,86,7,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10039,Amit Yadav,Cloud & Platform,Contractor,P1,Vikram Rao,50,94,53.35,50,50,47,84,38.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10084,Neha Reddy,Digital Engineering,Lead Engineer,P2,Anjali Patel,50,92,55.2,50,50,46,90,50,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10019,Shaurya Dubey,Bi & Analytics,Senior Analyst,P2,Priya Sharma,50,94,53.2,50,50,47,92,25,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10040,Sneha Chatterjee,Digital Engineering,Lead Engineer,P2,Anjali Patel,50,83,52,50,50,41.5,76,48,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10068,Aditi Banerjee,Digital Engineering,Software Engineer,P1,Anjali Patel,50,84,49.7,50,50,42,88,6,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10062,Tanya Nair,Bi & Analytics,Analyst,P1,Karan Gupta,50,90,53.1,50,50,45,84,40,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10050,Kavya Shah,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,50,89,53,50,50,44.5,84,40,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10083,Vikram Gupta,Cloud & Platform,Contractor,P1,Vikram Rao,50,86,53.85,50,50,43,82,54.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10069,Vivaan Bose,Digital Engineering,Trainee,P1,Anjali Patel,50,91,50.75,50,50,45.5,84,15.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10004,Priya Sharma,Bi & Analytics,Manager,M1,Ramesh Rao,50,88,50.8,50,50,44,80,25,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10053,Ishaan Singh,Digital Engineering,Senior Engineer,P2,Anjali Patel,50,82,52.9,50,50,41,88,40,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10073,Arjun Dubey,Domain Consulting,Senior Consultant,P2,Meera Reddy,50,79,53.65,50,50,39.5,80,62.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10067,Vihaan Chatterjee,Cloud & Platform,Senior Cloud Engineer,P2,Vikram Rao,50,89,50.15,50,50,44.5,86,8.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10090,Diya Menon,Data Engineering,Senior Data Engineer,P2,Amit Desai,50,93,51.9,50,50,46.5,84,25,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10010,Meera Reddy,Domain Consulting,Manager,M1,Anita Joshi,50,84,49.05,50,50,42,78,14.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10076,Neha Jain,Data Engineering,Data Engineer,P1,Amit Desai,50,81,49.4,50,50,40.5,88,6,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10074,Meera Tiwari,Data Engineering,Data Engineer,P1,Amit Desai,50,85,54.8,50,50,42.5,92,50,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10027,Sai Singh,Digital Engineering,Software Engineer,P1,Anjali Patel,50,88,56.15,50,50,44,94,57.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10048,Meera Agarwal,Ai & Data Science,Data Scientist,P1,Neha Singh,50,93,57.25,50,50,46.5,98,57.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10031,Vivaan Rao,Domain Consulting,Consultant,P1,Meera Reddy,50,87,50.25,50,50,43.5,86,11.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10087,Aditya Joshi,Enterprise Applications,Developer,P1,Rohan Joshi,50,90,50.05,50,50,45,84,9.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10021,Ayaan Agarwal,Ai & Data Science,Data Scientist,P1,Neha Singh,50,86,54.9,50,50,43,88,56,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10045,Vikram Pandey,Data Engineering,Trainee,P1,Amit Desai,50,90,49.7,50,50,45,84,6,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10007,Vikram Rao,Cloud & Platform,Manager,M1,Suresh Nair,50,89,54.3,50,50,44.5,86,50,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10046,Neha Dubey,Bi & Analytics,Analyst,P1,Priya Sharma,50,81,50.05,50,50,40.5,86,15.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10037,Rohan Pillai,Bi & Analytics,Senior Analyst,P2,Priya Sharma,50,76,49.9,50,50,38,82,25,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10024,Tanya Mehta,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,50,89,52.3,50,50,44.5,86,30,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10012,Kavya Pillai,Data Engineering,Data Engineer,P1,Amit Desai,50,91,50.95,50,50,45.5,92,5.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10061,Krishna Iyer,Bi & Analytics,Analyst,P1,Priya Sharma,50,85,56.35,50,50,42.5,94,62.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10033,Aarav Joshi,Data Engineering,Contractor,P1,Sneha Iyer,50,85,49.1,50,50,42.5,84,5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10032,Kavya Desai,Domain Consulting,Senior Consultant,P2,Meera Reddy,50,90,51.2,50,50,45,90,12,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10049,Aditya Jain,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,50,0,34.95,50,0,0,94,58.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10065,Sai Verma,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,50,93,50.5,50,50,46.5,84,11,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10089,Arjun Nair,Domain Consulting,Trainee,P1,Meera Reddy,50,88,50.7,50,50,44,82,21,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10014,Diya Bose,Data Engineering,Data Engineer,P1,Sneha Iyer,50,79,48.65,50,50,39.5,80,12.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10018,Ananya Pandey,Bi & Analytics,Trainee,P1,Karan Gupta,50,77,50.1,50,50,38.5,74,38,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10060,Shruti Joshi,Data Engineering,Senior Data Engineer,P2,Amit Desai,50,78,49.9,50,50,39,82,23,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10038,Neha Verma,Ai & Data Science,Trainee,P1,Neha Singh,50,89,56.8,50,50,44.5,96,60,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10086,Meera Desai,Enterprise Applications,Trainee,P1,Rohan Joshi,50,85,49.8,50,50,42.5,88,6,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10006,Neha Singh,Ai & Data Science,Manager,M1,Suresh Nair,50,81,54,50,50,40.5,70,79,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10044,Anjali Mishra,Data Engineering,Senior Data Engineer,P2,Sneha Iyer,50,85,49.1,50,50,42.5,82,8,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10036,Meera Menon,Bi & Analytics,Analyst,P1,Priya Sharma,50,88,50.8,50,50,44,86,16,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10057,Shaurya Reddy,Domain Consulting,Trainee,P1,Meera Reddy,50,83,49,50,50,41.5,84,6,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10082,Anjali Patel,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,50,83,52.75,50,50,41.5,84,43.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10052,Diya Sharma,Digital Engineering,Software Engineer,P1,Anjali Patel,50,91,54.8,50,50,45.5,92,44,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10059,Ayaan Desai,Data Engineering,Data Engineer,P1,Sneha Iyer,50,92,51.15,50,50,46,86,15.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10028,Pooja Patel,Digital Engineering,Trainee,P1,Anjali Patel,50,79,51.65,50,50,39.5,80,42.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10008,Anjali Patel,Digital Engineering,Manager,M1,Anita Joshi,50,76,53.65,50,50,38,82,62.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10026,Nidhi Sharma,Digital Engineering,Software Engineer,P1,Anjali Patel,50,84,52.6,50,50,42,78,50,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10023,Krishna Shah,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,50,80,52.1,50,50,40,84,40,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10029,Vihaan Gupta,Enterprise Applications,Developer,P1,Rohan Joshi,50,95,54.65,50,50,47.5,92,38.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10042,Priya Bose,Domain Consulting,Consultant,P1,Meera Reddy,50,92,50.65,50,50,46,86,10.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10080,Priya Singh,Ai & Data Science,Trainee,P1,Neha Singh,50,89,51,50,50,44.5,80,26,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10001,Amit Desai,Data Engineering,Manager,M1,Ramesh Rao,50,85,52,50,50,42.5,90,25,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10066,Pooja Yadav,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,50,77,49.2,50,50,38.5,90,5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10064,Nidhi Pillai,Ai & Data Science,Data Scientist,P1,Neha Singh,50,88,53.8,50,50,44,90,40,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10079,Rahul Sharma,Bi & Analytics,Analyst,P1,Priya Sharma,50,0,29.6,50,0,0,84,20,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10055,Atharva Patel,Enterprise Applications,Contractor,P1,Rohan Joshi,50,79,48.95,50,50,39.5,80,15.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10020,Isha Tiwari,Ai & Data Science,Data Scientist,P1,Neha Singh,50,83,56.2,50,50,41.5,96,60,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10003,Rahul Verma,Data Engineering,Senior Data Engineer,P2,Amit Desai,50,78,47.95,50,50,39,76,12.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10056,Ananya Gupta,Domain Consulting,Senior Consultant,P2,Meera Reddy,50,95,51,50,50,47.5,90,5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10071,Aarav Mishra,Enterprise Applications,Senior Developer,P2,Rohan Joshi,50,87,56.35,50,50,43.5,96,57.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10051,Arjun Mehta,Cloud & Platform,Trainee,P1,Vikram Rao,50,84,51.4,50,50,42,70,50,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10015,Ishaan Chatterjee,Data Engineering,Senior Data Engineer,P2,Amit Desai,50,85,53.3,50,50,42.5,90,38,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10030,Aditi Reddy,Enterprise Applications,Senior Developer,P2,Rohan Joshi,50,82,52.6,50,50,41,82,46,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10011,Aditya Menon,Data Engineering,Data Engineer,P1,Amit Desai,50,82,49.7,50,50,41,88,8,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10041,Rahul Banerjee,Enterprise Applications,Trainee,P1,Rohan Joshi,50,86,53.45,50,50,43,90,38.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10013,Arjun Das,Data Engineering,Trainee,P1,Sneha Iyer,50,87,49.45,50,50,43.5,84,6.5,1,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10016,Riya Banerjee,Bi & Analytics,Analyst,P1,Priya Sharma,50,93,51.3,50,50,46.5,84,19,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10063,Reyansh Menon,Bi & Analytics,Trainee,P1,Priya Sharma,50,81,52.3,50,50,40.5,78,50,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10025,Reyansh Kumar,Cloud & Platform,Senior Cloud Engineer,P2,Vikram Rao,50,91,53.85,50,50,45.5,90,37.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10058,Isha Rao,Data Engineering,Data Engineer,P1,Amit Desai,50,88,50.45,50,50,44,88,9.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10072,Diya Pandey,Domain Consulting,Consultant,P1,Meera Reddy,50,95,53.45,50,50,47.5,84,38.5,2,TRUE,100% Free — First Timer,1,2026-06-10T12:56:37.672Z
E10379,Arjun Singh,Domain Consulting,Trainee,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
