employee_id,employee_name,department,designation,grade,location,manager_name,is_manager,is_fresher,total_prior_exp_years,current_tenure_years,employee_scd_version,completeness_rate,effectiveness_score,engagement_score,skill_gap_index,verified_certs,eng_sig_completion_rate,eng_sig_pass_rate,eng_sig_avg_score,eng_sig_feedback,eng_sig_speed,total_courses,completed_courses,passed_courses,avg_learning_days,avg_days_to_complete,skills,skill_categories,distinct_skill_count,ready_skill_count,certifications,cert_vendors,total_certs,verified_cert_count,completed_course_ids,completed_course_domains,is_first_time_voucher,voucher_eligibility,agent_context_text,_view_refreshed_ts
E10476,Atharva Mishra,Domain Consulting,Trainee,P1,Hyderabad,Meera Reddy,false,true,0.53,2.97,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,ETL,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Atharva Mishra (E10476) is a Trainee in Domain Consulting at grade P1, reporting to Meera Reddy. Tenure: 3.0 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: ETL. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10017,Atharva Mishra,Bi & Analytics,Analyst,P1,Pune,Priya Sharma,false,false,1.91,3.82,1,50.00,88,51.6,0.00,2,50.00,50.00,44,86,24,4,2,2,50,21,Power BI,Visualization & BI,1,1,"Cloud Native Architecture Certificate, Azure Data Factory Certification","Microsoft, Coursera",2,2,C1171_MS,Microsoft / Office,true,100% Free — First Timer,"Atharva Mishra (E10017) is a Analyst in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 3.8 yrs. Completed 2/4 courses. Effectiveness score: 88.0/100. Engagement score: 51.6/100 (completion=50.00%, pass=50.00%, score=44.0, feedback=86.0, speed=24.0). Skill gap index: 0.00%. Verified certs: 2. Skills: Power BI. Certifications: Cloud Native Architecture Certificate, Azure Data Factory Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10361,Atharva Nair,Enterprise Applications,Senior Developer,P2,Hyderabad,Rohan Joshi,false,false,5,8.47,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Supply Chain,Domain / Industry,1,1,None,None,0,0,None,None,true,Not Eligible,"Atharva Nair (E10361) is a Senior Developer in Enterprise Applications at grade P2, reporting to Rohan Joshi. Tenure: 8.5 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Supply Chain. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10208,Atharva Pandey,Bi & Analytics,Trainee,P1,Noida,Priya Sharma,false,true,0.54,3.09,1,100.00,86,72.85,0.00,1,100.00,100.00,86,0,6.5,1,1,1,502,24,Machine Learning,Data & Analytics,1,1,Delta Lake Core Certification,Databricks,1,1,C1021_DB,Data & BI,true,100% Free — First Timer,"Atharva Pandey (E10208) is a Trainee in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 3.1 yrs. Completed 1/1 courses. Effectiveness score: 86.0/100. Engagement score: 72.85/100 (completion=100.00%, pass=100.00%, score=86.0, feedback=0.0, speed=6.5). Skill gap index: 0.00%. Verified certs: 1. Skills: Machine Learning. Certifications: Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10055,Atharva Patel,Enterprise Applications,Contractor,P1,Bangalore,Rohan Joshi,false,false,2.12,4.97,1,50.00,79,48.95,0.00,2,50.00,50.00,39.5,80,15.5,4,2,2,135,24,SAP,Enterprise Apps,1,1,"BFSI Risk Management Certificate, Azure OpenAI Architect Certification","Microsoft, Coursera",2,2,C1321_CR,Core / Compliance,true,100% Free — First Timer,"Atharva Patel (E10055) is a Contractor in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 5.0 yrs. Completed 2/4 courses. Effectiveness score: 79.0/100. Engagement score: 48.95/100 (completion=50.00%, pass=50.00%, score=39.5, feedback=80.0, speed=15.5). Skill gap index: 0.00%. Verified certs: 2. Skills: SAP. Certifications: BFSI Risk Management Certificate, Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10131,Atharva Shah,Cloud & Platform,Contractor,P1,Hyderabad,Vikram Rao,false,false,2.04,4.88,1,100.00,93,95.9,100.00,1,100.00,100.00,93,96,79,2,2,2,314,19,AWS,Cloud & DevOps,1,0,Azure OpenAI Architect Certification,Microsoft,1,1,C1251_MS,Microsoft / Office,true,100% Free — First Timer,"Atharva Shah (E10131) is a Contractor in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 4.9 yrs. Completed 2/2 courses. Effectiveness score: 93.0/100. Engagement score: 95.9/100 (completion=100.00%, pass=100.00%, score=93.0, feedback=96.0, speed=79.0). Skill gap index: 100.00%. Verified certs: 1. Skills: AWS. Certifications: Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10093,Atharva Yadav,Bi & Analytics,Analyst,P1,Noida,Priya Sharma,false,false,2,5.74,1,75.00,82,70.15,100.00,1,75.00,75.00,61.5,80,46,4,3,3,158.33,18.67,Power BI,Visualization & BI,1,0,"Azure Data Fundamentals DP-900, Cloud Native Architecture Certificate","Microsoft, Coursera",2,1,"C1011_DB, C1401_CR","Core / Compliance, Data & BI",true,100% Free — First Timer,"Atharva Yadav (E10093) is a Analyst in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 5.7 yrs. Completed 3/4 courses. Effectiveness score: 82.0/100. Engagement score: 70.15/100 (completion=75.00%, pass=75.00%, score=61.5, feedback=80.0, speed=46.0). Skill gap index: 100.00%. Verified certs: 1. Skills: Power BI. Certifications: Azure Data Fundamentals DP-900, Cloud Native Architecture Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10480,Ayaan Agarwal,Bi & Analytics,Analyst,P1,Noida,Priya Sharma,false,false,2,6.34,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Machine Learning,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Ayaan Agarwal (E10480) is a Analyst in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 6.3 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Machine Learning. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10021,Ayaan Agarwal,Ai & Data Science,Data Scientist,P1,Pune,Neha Singh,false,false,2.35,4.59,1,50.00,86,54.9,0.00,1,50.00,50.00,43,88,56,4,2,2,56,25,Machine Learning,Data & Analytics,1,1,"Cognitive Services Certification, PySpark Basic Certification","Microsoft, Databricks",2,1,C1261_MS,Microsoft / Office,true,100% Free — First Timer,"Ayaan Agarwal (E10021) is a Data Scientist in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 4.6 yrs. Completed 2/4 courses. Effectiveness score: 86.0/100. Engagement score: 54.9/100 (completion=50.00%, pass=50.00%, score=43.0, feedback=88.0, speed=56.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Machine Learning. Certifications: Cognitive Services Certification, PySpark Basic Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10097,Ayaan Das,Ai & Data Science,Senior Data Scientist,P2,Mumbai,Neha Singh,false,false,4.04,7.37,1,75.00,82.33,68.65,0.00,2,75.00,75.00,61.75,86,21.5,4,3,3,166.33,20,Python,Programming,1,1,"Cloud Native Architecture Certificate, Delta Lake Core Certification","Databricks, Coursera",2,2,"C1201_MS, C1021_DB","Microsoft / Office, Data & BI",true,100% Free — First Timer,"Ayaan Das (E10097) is a Senior Data Scientist in Ai & Data Science at grade P2, reporting to Neha Singh. Tenure: 7.4 yrs. Completed 3/4 courses. Effectiveness score: 82.33/100. Engagement score: 68.65/100 (completion=75.00%, pass=75.00%, score=61.75, feedback=86.0, speed=21.5). Skill gap index: 0.00%. Verified certs: 2. Skills: Python. Certifications: Cloud Native Architecture Certificate, Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10059,Ayaan Desai,Data Engineering,Data Engineer,P1,Noida,Sneha Iyer,false,false,2.08,4.21,1,50.00,92,51.15,100.00,2,50.00,50.00,46,86,15.5,4,2,2,146,26,None,None,0,0,"Healthcare Analytics Certificate, Azure Data Fundamentals DP-900","Coursera, Microsoft",2,2,C1151_MS,Microsoft / Office,true,100% Free — First Timer,"Ayaan Desai (E10059) is a Data Engineer in Data Engineering at grade P1, reporting to Sneha Iyer. Tenure: 4.2 yrs. Completed 2/4 courses. Effectiveness score: 92.0/100. Engagement score: 51.15/100 (completion=50.00%, pass=50.00%, score=46.0, feedback=86.0, speed=15.5). Skill gap index: 100.00%. Verified certs: 2. Skills: None. Certifications: Healthcare Analytics Certificate, Azure Data Fundamentals DP-900. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10212,Ayaan Jain,Cloud & Platform,Senior Cloud Engineer,P2,Mumbai,Vikram Rao,false,false,5.01,6.7,1,100.00,90,76.85,100.00,1,100.00,100.00,90,0,38.5,1,1,1,513,26,React,Programming,1,0,Azure Cloud Administration Certification,Microsoft,1,1,C1201_MS,Microsoft / Office,true,100% Free — First Timer,"Ayaan Jain (E10212) is a Senior Cloud Engineer in Cloud & Platform at grade P2, reporting to Vikram Rao. Tenure: 6.7 yrs. Completed 1/1 courses. Effectiveness score: 90.0/100. Engagement score: 76.85/100 (completion=100.00%, pass=100.00%, score=90.0, feedback=0.0, speed=38.5). Skill gap index: 100.00%. Verified certs: 1. Skills: React. Certifications: Azure Cloud Administration Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10250,Ayaan Joshi,Domain Consulting,Consultant,P1,Noida,Meera Reddy,false,false,2,4.31,1,100.00,88,74.6,100.00,1,100.00,100.00,88,0,20,1,1,1,602,25,Databricks,Data & Analytics,1,0,Azure Data Factory Certification,Microsoft,1,1,C1171_MS,Microsoft / Office,true,100% Free — First Timer,"Ayaan Joshi (E10250) is a Consultant in Domain Consulting at grade P1, reporting to Meera Reddy. Tenure: 4.3 yrs. Completed 1/1 courses. Effectiveness score: 88.0/100. Engagement score: 74.6/100 (completion=100.00%, pass=100.00%, score=88.0, feedback=0.0, speed=20.0). Skill gap index: 100.00%. Verified certs: 1. Skills: Databricks. Certifications: Azure Data Factory Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10135,Ayaan Kumar,Enterprise Applications,Developer,P1,Noida,Rohan Joshi,false,false,2.02,4.7,1,100.00,83,85.6,0.00,1,100.00,100.00,83,84,14,2,2,2,324,20,Power Apps,Visualization & BI,1,1,Healthcare Analytics Certificate,Coursera,1,1,C1301_CR,Core / Compliance,true,100% Free — First Timer,"Ayaan Kumar (E10135) is a Developer in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 4.7 yrs. Completed 2/2 courses. Effectiveness score: 83.0/100. Engagement score: 85.6/100 (completion=100.00%, pass=100.00%, score=83.0, feedback=84.0, speed=14.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Power Apps. Certifications: Healthcare Analytics Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10404,Ayaan Mehta,Ai & Data Science,Senior Data Scientist,P2,Hyderabad,Neha Singh,false,false,5.04,7.97,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,React,Programming,1,0,None,None,0,0,None,None,true,Not Eligible,"Ayaan Mehta (E10404) is a Senior Data Scientist in Ai & Data Science at grade P2, reporting to Neha Singh. Tenure: 8.0 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: React. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10442,Ayaan Menon,Enterprise Applications,Developer,P1,Mumbai,Rohan Joshi,false,false,2.02,6.15,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Databricks,Data & Analytics,1,0,None,None,0,0,None,None,true,Not Eligible,"Ayaan Menon (E10442) is a Developer in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 6.2 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: Databricks. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10288,Ayaan Mishra,Bi & Analytics,Contractor,P1,Hyderabad,Priya Sharma,false,false,2.01,3.49,1,100.00,76,70.9,0.00,1,100.00,100.00,76,0,7,1,1,1,694,21,Machine Learning,Data & Analytics,1,1,Delta Lake Core Certification,Databricks,1,1,C1021_DB,Data & BI,true,100% Free — First Timer,"Ayaan Mishra (E10288) is a Contractor in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 3.5 yrs. Completed 1/1 courses. Effectiveness score: 76.0/100. Engagement score: 70.9/100 (completion=100.00%, pass=100.00%, score=76.0, feedback=0.0, speed=7.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Machine Learning. Certifications: Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10327,Ayaan Patel,Digital Engineering,Software Engineer,P1,Mumbai,Anjali Patel,false,false,2.02,5.65,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Power Apps,Visualization & BI,1,1,None,None,0,0,None,None,true,Not Eligible,"Ayaan Patel (E10327) is a Software Engineer in Digital Engineering at grade P1, reporting to Anjali Patel. Tenure: 5.7 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Power Apps. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10173,Ayaan Verma,Bi & Analytics,Senior Analyst,P2,Hyderabad,Priya Sharma,false,false,5.04,6.51,1,100.00,92,78.4,0.00,0,100.00,100.00,92,0,50,1,1,1,421,25,Power BI,Visualization & BI,1,1,Cloud Native Architecture Certificate,Coursera,1,0,C1401_CR,Core / Compliance,true,100% Free — First Timer,"Ayaan Verma (E10173) is a Senior Analyst in Bi & Analytics at grade P2, reporting to Priya Sharma. Tenure: 6.5 yrs. Completed 1/1 courses. Effectiveness score: 92.0/100. Engagement score: 78.4/100 (completion=100.00%, pass=100.00%, score=92.0, feedback=0.0, speed=50.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Power BI. Certifications: Cloud Native Architecture Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10365,Ayaan Yadav,Data Engineering,Contractor,P1,Noida,Sneha Iyer,false,false,2,4.79,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Power BI,Visualization & BI,1,1,None,None,0,0,None,None,true,Not Eligible,"Ayaan Yadav (E10365) is a Contractor in Data Engineering at grade P1, reporting to Sneha Iyer. Tenure: 4.8 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Power BI. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10320,Diya Agarwal,Bi & Analytics,Analyst,P1,Bangalore,Karan Gupta,false,false,2.04,3.55,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Machine Learning,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Diya Agarwal (E10320) is a Analyst in Bi & Analytics at grade P1, reporting to Karan Gupta. Tenure: 3.6 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Machine Learning. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10473,Diya Banerjee,Enterprise Applications,Trainee,P1,Chennai,Rohan Joshi,false,true,0.54,3.24,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,None,None,0,0,None,None,0,0,None,None,true,Not Eligible,"Diya Banerjee (E10473) is a Trainee in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 3.2 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: None. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10340,Diya Banerjee,Cloud & Platform,Trainee,P1,Chennai,Vikram Rao,false,true,0.54,3.25,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Java,Programming,1,1,None,None,0,0,None,None,true,Not Eligible,"Diya Banerjee (E10340) is a Trainee in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 3.3 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Java. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10205,Diya Bose,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,false,false,5.04,7,1,100.00,89,73.9,0.00,1,100.00,100.00,89,0,11,1,1,1,496,25,Power BI,Visualization & BI,1,1,Healthcare Analytics Certificate,Coursera,1,1,C1301_CR,Core / Compliance,true,100% Free — First Timer,"Diya Bose (E10205) is a Senior Data Engineer in Data Engineering at grade P2, reporting to Amit Desai. Tenure: 7.0 yrs. Completed 1/1 courses. Effectiveness score: 89.0/100. Engagement score: 73.9/100 (completion=100.00%, pass=100.00%, score=89.0, feedback=0.0, speed=11.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Power BI. Certifications: Healthcare Analytics Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10014,Diya Bose,Data Engineering,Data Engineer,P1,Mumbai,Sneha Iyer,false,false,2.16,6.55,1,50.00,79,48.65,0.00,2,50.00,50.00,39.5,80,12.5,4,2,2,41,20,Databricks,Data & Analytics,1,1,"Azure Synapse Analytics Certification, Data Engineering on Databricks Certification","Databricks, Microsoft",2,2,C1041_DB,Data & BI,true,100% Free — First Timer,"Diya Bose (E10014) is a Data Engineer in Data Engineering at grade P1, reporting to Sneha Iyer. Tenure: 6.6 yrs. Completed 2/4 courses. Effectiveness score: 79.0/100. Engagement score: 48.65/100 (completion=50.00%, pass=50.00%, score=39.5, feedback=80.0, speed=12.5). Skill gap index: 0.00%. Verified certs: 2. Skills: Databricks. Certifications: Azure Synapse Analytics Certification, Data Engineering on Databricks Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10148,Diya Chatterjee,Digital Engineering,Software Engineer,P1,Pune,Anjali Patel,false,false,2,4.41,1,100.00,86,86.2,0.00,1,100.00,100.00,86,88,8,2,2,2,360,19,Java,Programming,1,1,Delta Lake Core Certification,Databricks,1,1,C1021_DB,Data & BI,true,100% Free — First Timer,"Diya Chatterjee (E10148) is a Software Engineer in Digital Engineering at grade P1, reporting to Anjali Patel. Tenure: 4.4 yrs. Completed 2/2 courses. Effectiveness score: 86.0/100. Engagement score: 86.2/100 (completion=100.00%, pass=100.00%, score=86.0, feedback=88.0, speed=8.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Java. Certifications: Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10396,Diya Das,Data Engineering,Data Engineer,P1,Pune,Amit Desai,false,false,2.04,4.93,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,PySpark,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Diya Das (E10396) is a Data Engineer in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 4.9 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: PySpark. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10358,Diya Desai,Digital Engineering,Software Engineer,P1,Chennai,Anjali Patel,false,false,2.01,3.73,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,SAP,Enterprise Apps,1,0,None,None,0,0,None,None,true,Not Eligible,"Diya Desai (E10358) is a Software Engineer in Digital Engineering at grade P1, reporting to Anjali Patel. Tenure: 3.7 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: SAP. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10263,Diya Dubey,Enterprise Applications,Developer,P1,Pune,Rohan Joshi,false,false,2.04,5.91,1,100.00,93,78.6,0.00,1,100.00,100.00,93,0,50,1,1,1,633,25,Power Apps,Visualization & BI,1,1,Cloud Native Architecture Certificate,Coursera,1,1,C1401_CR,Core / Compliance,true,100% Free — First Timer,"Diya Dubey (E10263) is a Developer in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 5.9 yrs. Completed 1/1 courses. Effectiveness score: 93.0/100. Engagement score: 78.6/100 (completion=100.00%, pass=100.00%, score=93.0, feedback=0.0, speed=50.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Power Apps. Certifications: Cloud Native Architecture Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10435,Diya Gupta,Ai & Data Science,Data Scientist,P1,Bangalore,Neha Singh,false,false,2.04,5.02,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,None,None,0,0,None,None,0,0,None,None,true,Not Eligible,"Diya Gupta (E10435) is a Data Scientist in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 5.0 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: None. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10110,Diya Gupta,Bi & Analytics,Analyst,P1,Chennai,Karan Gupta,false,false,2.08,4.71,1,100.00,94,88.5,0.00,1,100.00,100.00,94,82,24,1,1,1,266,21,SQL,Data & Analytics,1,1,Azure Data Factory Certification,Microsoft,1,1,C1171_MS,Microsoft / Office,true,100% Free — First Timer,"Diya Gupta (E10110) is a Analyst in Bi & Analytics at grade P1, reporting to Karan Gupta. Tenure: 4.7 yrs. Completed 1/1 courses. Effectiveness score: 94.0/100. Engagement score: 88.5/100 (completion=100.00%, pass=100.00%, score=94.0, feedback=82.0, speed=24.0). Skill gap index: 0.00%. Verified certs: 1. Skills: SQL. Certifications: Azure Data Factory Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10186,Diya Mehta,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,false,false,5,7.25,1,100.00,78,71.1,0.00,1,100.00,100.00,78,0,5,1,1,1,452,26,PySpark,Data & Analytics,1,1,Databricks Lakehouse Fundamentals Certification,Databricks,1,1,C1001_DB,Data & BI,true,100% Free — First Timer,"Diya Mehta (E10186) is a Senior Data Engineer in Data Engineering at grade P2, reporting to Amit Desai. Tenure: 7.3 yrs. Completed 1/1 courses. Effectiveness score: 78.0/100. Engagement score: 71.1/100 (completion=100.00%, pass=100.00%, score=78.0, feedback=0.0, speed=5.0). Skill gap index: 0.00%. Verified certs: 1. Skills: PySpark. Certifications: Databricks Lakehouse Fundamentals Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10090,Diya Menon,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,false,false,4.04,8.01,1,50.00,93,51.9,0.00,2,50.00,50.00,46.5,84,25,4,2,2,219,20,PySpark,Data & Analytics,1,1,"Databricks Lakehouse Fundamentals Certification, Azure Data Factory Certification","Databricks, Microsoft",2,2,C1171_MS,Microsoft / Office,true,100% Free — First Timer,"Diya Menon (E10090) is a Senior Data Engineer in Data Engineering at grade P2, reporting to Amit Desai. Tenure: 8.0 yrs. Completed 2/4 courses. Effectiveness score: 93.0/100. Engagement score: 51.9/100 (completion=50.00%, pass=50.00%, score=46.5, feedback=84.0, speed=25.0). Skill gap index: 0.00%. Verified certs: 2. Skills: PySpark. Certifications: Databricks Lakehouse Fundamentals Certification, Azure Data Factory Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10225,Diya Nair,Ai & Data Science,Trainee,P1,Chennai,Neha Singh,false,true,0.53,2.79,1,100.00,81,72.35,0.00,0,100.00,100.00,81,0,11.5,1,1,1,546,24,Python,Programming,1,1,Healthcare Analytics Certificate,Coursera,1,0,C1301_CR,Core / Compliance,true,100% Free — First Timer,"Diya Nair (E10225) is a Trainee in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 2.8 yrs. Completed 1/1 courses. Effectiveness score: 81.0/100. Engagement score: 72.35/100 (completion=100.00%, pass=100.00%, score=81.0, feedback=0.0, speed=11.5). Skill gap index: 0.00%. Verified certs: 0. Skills: Python. Certifications: Healthcare Analytics Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
