employee_id,employee_name,department,designation,grade,location,manager_name,current_tenure_years,is_manager,is_fresher,total_prior_exp_years,employee_version_from,employee_scd_version,completeness_rate,effectiveness_score,engagement_score,eng_sig_completion_rate,eng_sig_pass_rate,eng_sig_avg_score,eng_sig_feedback,eng_sig_speed,skill_gap_index,verified_certs,total_courses,completed_courses,passed_courses,total_skills,fully_ready_skills,verified_skills,total_certs,avg_learning_days,avg_days_to_complete,courses_recommended,is_first_time_voucher,voucher_eligibility,_view_refreshed_ts
E10319,Arjun Tiwari,Bi & Analytics,Senior Analyst,P2,Hyderabad,Priya Sharma,7.01,FALSE,FALSE,5.01,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10264,Arjun Tiwari,Enterprise Applications,Senior Developer,P2,Hyderabad,Rohan Joshi,8.47,FALSE,FALSE,5,10-06-2026,1,100,76,74.2,100,100,76,0,40,0,1,1,1,1,1,1,1,1,636,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10418,Arjun Verma,Bi & Analytics,Analyst,P1,Mumbai,Priya Sharma,5.16,FALSE,FALSE,2,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10284,Atharva Chatterjee,Data Engineering,Data Engineer,P1,Mumbai,Sneha Iyer,5.12,FALSE,FALSE,2.04,10-06-2026,1,100,90,76.85,100,100,90,0,38.5,0,1,1,1,1,1,1,1,1,683,26,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10438,Atharva Desai,Cloud & Platform,Cloud Engineer,P1,Noida,Vikram Rao,5.79,FALSE,FALSE,2.02,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10399,Atharva Dubey,Bi & Analytics,Analyst,P1,Mumbai,Priya Sharma,3.62,FALSE,FALSE,2,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10246,Atharva Gupta,Digital Engineering,Senior Engineer,P2,Hyderabad,Anjali Patel,9.34,FALSE,FALSE,5,10-06-2026,1,100,78,71.1,100,100,78,0,5,100,1,1,1,1,1,0,0,1,595,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10169,Atharva Iyer,Domain Consulting,Senior Consultant,P2,Mumbai,Meera Reddy,7.55,FALSE,FALSE,5,10-06-2026,1,100,89,86.65,100,100,89,82,15.5,0,1,2,2,2,1,1,1,1,414,26,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10323,Atharva Mehta,Ai & Data Science,Data Scientist,P1,Noida,Neha Singh,6.3,FALSE,FALSE,2.01,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10476,Atharva Mishra,Domain Consulting,Trainee,P1,Hyderabad,Meera Reddy,2.97,FALSE,TRUE,0.53,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10017,Atharva Mishra,Bi & Analytics,Analyst,P1,Pune,Priya Sharma,3.82,FALSE,FALSE,1.91,10-06-2026,1,50,88,51.6,50,50,44,86,24,0,2,4,2,2,1,1,1,2,50,21,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10361,Atharva Nair,Enterprise Applications,Senior Developer,P2,Hyderabad,Rohan Joshi,8.47,FALSE,FALSE,5,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10208,Atharva Pandey,Bi & Analytics,Trainee,P1,Noida,Priya Sharma,3.09,FALSE,TRUE,0.54,10-06-2026,1,100,86,72.85,100,100,86,0,6.5,0,1,1,1,1,1,1,1,1,502,24,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10055,Atharva Patel,Enterprise Applications,Contractor,P1,Bangalore,Rohan Joshi,4.97,FALSE,FALSE,2.12,10-06-2026,1,50,79,48.95,50,50,39.5,80,15.5,0,2,4,2,2,1,1,1,2,135,24,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10131,Atharva Shah,Cloud & Platform,Contractor,P1,Hyderabad,Vikram Rao,4.88,FALSE,FALSE,2.04,10-06-2026,1,100,93,95.9,100,100,93,96,79,100,1,2,2,2,1,0,0,1,314,19,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10093,Atharva Yadav,Bi & Analytics,Analyst,P1,Noida,Priya Sharma,5.74,FALSE,FALSE,2,10-06-2026,1,75,82,70.15,75,75,61.5,80,46,100,1,4,3,3,1,0,0,2,158.33,18.67,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10480,Ayaan Agarwal,Bi & Analytics,Analyst,P1,Noida,Priya Sharma,6.34,FALSE,FALSE,2,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10021,Ayaan Agarwal,Ai & Data Science,Data Scientist,P1,Pune,Neha Singh,4.59,FALSE,FALSE,2.35,10-06-2026,1,50,86,54.9,50,50,43,88,56,0,1,4,2,2,1,1,1,2,56,25,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10097,Ayaan Das,Ai & Data Science,Senior Data Scientist,P2,Mumbai,Neha Singh,7.37,FALSE,FALSE,4.04,10-06-2026,1,75,82.33,68.65,75,75,61.75,86,21.5,0,2,4,3,3,1,1,1,2,166.33,20,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10059,Ayaan Desai,Data Engineering,Data Engineer,P1,Noida,Sneha Iyer,4.21,FALSE,FALSE,2.08,10-06-2026,1,50,92,51.15,50,50,46,86,15.5,100,2,4,2,2,0,0,0,2,146,26,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10212,Ayaan Jain,Cloud & Platform,Senior Cloud Engineer,P2,Mumbai,Vikram Rao,6.7,FALSE,FALSE,5.01,10-06-2026,1,100,90,76.85,100,100,90,0,38.5,100,1,1,1,1,1,0,0,1,513,26,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10250,Ayaan Joshi,Domain Consulting,Consultant,P1,Noida,Meera Reddy,4.31,FALSE,FALSE,2,10-06-2026,1,100,88,74.6,100,100,88,0,20,100,1,1,1,1,1,0,0,1,602,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10135,Ayaan Kumar,Enterprise Applications,Developer,P1,Noida,Rohan Joshi,4.7,FALSE,FALSE,2.02,10-06-2026,1,100,83,85.6,100,100,83,84,14,0,1,2,2,2,1,1,1,1,324,20,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10404,Ayaan Mehta,Ai & Data Science,Senior Data Scientist,P2,Hyderabad,Neha Singh,7.97,FALSE,FALSE,5.04,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10442,Ayaan Menon,Enterprise Applications,Developer,P1,Mumbai,Rohan Joshi,6.15,FALSE,FALSE,2.02,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10288,Ayaan Mishra,Bi & Analytics,Contractor,P1,Hyderabad,Priya Sharma,3.49,FALSE,FALSE,2.01,10-06-2026,1,100,76,70.9,100,100,76,0,7,0,1,1,1,1,1,1,1,1,694,21,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10327,Ayaan Patel,Digital Engineering,Software Engineer,P1,Mumbai,Anjali Patel,5.65,FALSE,FALSE,2.02,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10173,Ayaan Verma,Bi & Analytics,Senior Analyst,P2,Hyderabad,Priya Sharma,6.51,FALSE,FALSE,5.04,10-06-2026,1,100,92,78.4,100,100,92,0,50,0,0,1,1,1,1,1,1,1,421,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10365,Ayaan Yadav,Data Engineering,Contractor,P1,Noida,Sneha Iyer,4.79,FALSE,FALSE,2,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10320,Diya Agarwal,Bi & Analytics,Analyst,P1,Bangalore,Karan Gupta,3.55,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10473,Diya Banerjee,Enterprise Applications,Trainee,P1,Chennai,Rohan Joshi,3.24,FALSE,TRUE,0.54,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10340,Diya Banerjee,Cloud & Platform,Trainee,P1,Chennai,Vikram Rao,3.25,FALSE,TRUE,0.54,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10205,Diya Bose,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,7,FALSE,FALSE,5.04,10-06-2026,1,100,89,73.9,100,100,89,0,11,0,1,1,1,1,1,1,1,1,496,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10014,Diya Bose,Data Engineering,Data Engineer,P1,Mumbai,Sneha Iyer,6.55,FALSE,FALSE,2.16,10-06-2026,1,50,79,48.65,50,50,39.5,80,12.5,0,2,4,2,2,1,1,1,2,41,20,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10148,Diya Chatterjee,Digital Engineering,Software Engineer,P1,Pune,Anjali Patel,4.41,FALSE,FALSE,2,10-06-2026,1,100,86,86.2,100,100,86,88,8,0,1,2,2,2,1,1,1,1,360,19,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10396,Diya Das,Data Engineering,Data Engineer,P1,Pune,Amit Desai,4.93,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10358,Diya Desai,Digital Engineering,Software Engineer,P1,Chennai,Anjali Patel,3.73,FALSE,FALSE,2.01,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10263,Diya Dubey,Enterprise Applications,Developer,P1,Pune,Rohan Joshi,5.91,FALSE,FALSE,2.04,10-06-2026,1,100,93,78.6,100,100,93,0,50,0,1,1,1,1,1,1,1,1,633,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10435,Diya Gupta,Ai & Data Science,Data Scientist,P1,Bangalore,Neha Singh,5.02,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10110,Diya Gupta,Bi & Analytics,Analyst,P1,Chennai,Karan Gupta,4.71,FALSE,FALSE,2.08,10-06-2026,1,100,94,88.5,100,100,94,82,24,0,1,1,1,1,1,1,1,1,266,21,1,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10186,Diya Mehta,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,7.25,FALSE,FALSE,5,10-06-2026,1,100,78,71.1,100,100,78,0,5,0,1,1,1,1,1,1,1,1,452,26,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10090,Diya Menon,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,8.01,FALSE,FALSE,4.04,10-06-2026,1,50,93,51.9,50,50,46.5,84,25,0,2,4,2,2,1,1,1,2,219,20,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10225,Diya Nair,Ai & Data Science,Trainee,P1,Chennai,Neha Singh,2.79,FALSE,TRUE,0.53,10-06-2026,1,100,81,72.35,100,100,81,0,11.5,0,0,1,1,1,1,1,1,1,546,24,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10072,Diya Pandey,Domain Consulting,Consultant,P1,Mumbai,Meera Reddy,4.88,FALSE,FALSE,2.1,10-06-2026,1,50,95,53.45,50,50,47.5,84,38.5,0,2,4,2,2,1,1,1,2,176,26,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10417,Diya Pillai,Bi & Analytics,Analyst,P1,Bangalore,Karan Gupta,3.55,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10281,Diya Pillai,Domain Consulting,Consultant,P1,Pune,Meera Reddy,4.42,FALSE,FALSE,1.96,10-06-2026,1,100,92,79.15,100,100,92,0,57.5,100,0,1,1,1,0,0,0,1,676,26,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10166,Diya Rao,Enterprise Applications,Developer,P1,Pune,Rohan Joshi,5.82,FALSE,FALSE,2,10-06-2026,1,100,88,86.3,100,100,88,88,5,100,1,2,2,2,1,0,0,1,405,24,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10302,Diya Reddy,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,7.08,FALSE,FALSE,5.04,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10455,Diya Shah,Digital Engineering,Software Engineer,P1,Chennai,Anjali Patel,3.73,FALSE,FALSE,2.01,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10378,Diya Sharma,Domain Consulting,Consultant,P1,Pune,Meera Reddy,4.42,FALSE,FALSE,1.96,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10052,Diya Sharma,Digital Engineering,Software Engineer,P1,Pune,Anjali Patel,6.06,FALSE,FALSE,2.08,10-06-2026,1,50,91,54.8,50,50,45.5,92,44,0,2,4,2,2,1,1,1,2,127,25,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10243,Diya Singh,Cloud & Platform,Trainee,P1,Chennai,Vikram Rao,3.41,FALSE,TRUE,0.58,10-06-2026,1,100,83,76.8,100,100,83,0,52,100,1,1,1,1,0,0,0,1,587,24,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10128,Diya Tiwari,Ai & Data Science,Trainee,P1,Chennai,Neha Singh,2.74,FALSE,TRUE,0.53,10-06-2026,1,100,90,86.6,100,100,90,86,7,0,1,1,1,1,1,1,1,1,308,21,1,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10211,Isha Agarwal,Cloud & Platform,Cloud Engineer,P1,Bangalore,Vikram Rao,5.32,FALSE,FALSE,2,10-06-2026,1,100,85,77.75,100,100,85,0,57.5,0,1,1,1,1,1,1,1,1,510,26,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10096,Isha Bose,Ai & Data Science,Data Scientist,P1,Bangalore,Neha Singh,4.84,FALSE,FALSE,2.04,10-06-2026,1,75,85,70.55,75,75,63.75,90,30.5,0,2,4,3,3,1,1,1,2,164.33,19.67,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10287,Isha Das,Bi & Analytics,Senior Analyst,P2,Pune,Karan Gupta,7.89,FALSE,FALSE,5.04,10-06-2026,1,100,93,74.55,100,100,93,0,9.5,100,1,1,1,1,1,0,0,1,692,21,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10249,Isha Desai,Domain Consulting,Senior Consultant,P2,Chennai,Meera Reddy,7.72,FALSE,FALSE,5.04,10-06-2026,1,100,81,72.85,100,100,81,0,16.5,0,0,1,1,1,1,1,1,1,601,24,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10326,Isha Kumar,Digital Engineering,Lead Engineer,P2,Bangalore,Anjali Patel,8.02,FALSE,FALSE,5.04,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10441,Isha Nair,Enterprise Applications,Contractor,P1,Bangalore,Rohan Joshi,4.52,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10172,Isha Pillai,Data Engineering,Data Engineer,P1,Pune,Amit Desai,6.15,FALSE,FALSE,2,10-06-2026,1,100,86,76.35,100,100,86,0,41.5,100,1,1,1,1,1,0,0,1,420,24,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10058,Isha Rao,Data Engineering,Data Engineer,P1,Bangalore,Amit Desai,5.65,FALSE,FALSE,2,10-06-2026,1,50,88,50.45,50,50,44,88,9.5,100,2,4,2,2,1,0,0,2,143,26,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10403,Isha Shah,Ai & Data Science,Data Scientist,P1,Pune,Neha Singh,6.38,FALSE,FALSE,2.01,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10134,Isha Singh,Enterprise Applications,Trainee,P1,Chennai,Rohan Joshi,3.32,FALSE,TRUE,0.46,10-06-2026,1,100,94,92.6,100,100,94,92,50,100,1,2,2,2,1,0,0,1,321,20,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10479,Isha Tiwari,Data Engineering,Trainee,P1,Chennai,Amit Desai,2.73,FALSE,TRUE,0.53,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10020,Isha Tiwari,Ai & Data Science,Data Scientist,P1,Hyderabad,Neha Singh,5.73,FALSE,FALSE,2.17,10-06-2026,1,50,83,56.2,50,50,41.5,96,60,0,2,4,2,2,1,1,1,2,53,25,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10364,Isha Verma,Data Engineering,Data Engineer,P1,Chennai,Amit Desai,4.25,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10129,Ishaan Agarwal,Ai & Data Science,Data Scientist,P1,Noida,Neha Singh,5.59,FALSE,FALSE,2.04,10-06-2026,1,100,81,85.4,100,100,81,82,19,0,1,2,2,2,1,1,1,1,309,21,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10474,Ishaan Bose,Enterprise Applications,Developer,P1,Noida,Rohan Joshi,4.79,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10015,Ishaan Chatterjee,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,8.16,FALSE,FALSE,3.41,10-06-2026,1,50,85,53.3,50,50,42.5,90,38,0,2,4,2,2,1,1,1,2,45,21,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10206,Ishaan Das,Bi & Analytics,Analyst,P1,Mumbai,Priya Sharma,4.21,FALSE,FALSE,2,10-06-2026,1,100,94,74.3,100,100,94,0,5,0,1,1,1,1,1,1,1,1,497,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10167,Ishaan Desai,Enterprise Applications,Senior Developer,P2,Hyderabad,Rohan Joshi,9.22,FALSE,FALSE,5.02,10-06-2026,1,100,93,87,100,100,93,84,8,0,1,2,2,2,1,1,1,1,407,25,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10321,Ishaan Jain,Bi & Analytics,Analyst,P1,Mumbai,Priya Sharma,5.16,FALSE,FALSE,2,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10244,Ishaan Kumar,Cloud & Platform,Cloud Engineer,P1,Noida,Vikram Rao,5.95,FALSE,FALSE,2.02,10-06-2026,1,100,86,76.2,100,100,86,0,40,0,1,1,1,1,1,1,1,1,589,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10397,Ishaan Mishra,Data Engineering,Data Engineer,P1,Hyderabad,Sneha Iyer,5.46,FALSE,FALSE,2.02,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10091,Ishaan Pillai,Data Engineering,Data Engineer,P1,Mumbai,Sneha Iyer,5.35,FALSE,FALSE,1.97,10-06-2026,1,75,85,53.25,75,25,21.25,96,58.5,0,2,4,3,1,1,1,1,2,151.33,15,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10436,Ishaan Reddy,Ai & Data Science,Senior Data Scientist,P2,Mumbai,Neha Singh,6.65,FALSE,FALSE,5,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10053,Ishaan Singh,Digital Engineering,Senior Engineer,P2,Chennai,Anjali Patel,8.52,FALSE,FALSE,5.14,10-06-2026,1,50,82,52.9,50,50,41,88,40,0,1,4,2,2,1,1,1,2,129,25,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10282,Ishaan Verma,Domain Consulting,Trainee,P1,Hyderabad,Meera Reddy,2.97,FALSE,TRUE,0.53,10-06-2026,1,100,78,74.45,100,100,78,0,38.5,0,1,1,1,1,1,1,1,1,680,26,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10043,Karan Das,Data Engineering,Data Engineer,P1,Hyderabad,Amit Desai,4.86,FALSE,FALSE,2.13,10-06-2026,1,50,78,49,50,50,39,88,5,0,2,4,2,2,1,1,1,2,107,24,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10464,Karan Desai,Bi & Analytics,Senior Analyst,P2,Hyderabad,Priya Sharma,7.01,FALSE,FALSE,5.01,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10426,Karan Dubey,Enterprise Applications,Developer,P1,Noida,Rohan Joshi,4.79,FALSE,FALSE,2.04,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10005,Karan Gupta,Bi & Analytics,Lead Analyst,P2,Mumbai,Priya Sharma,7.06,FALSE,FALSE,4.66,10-06-2026,1,50,95,54.45,50,50,47.5,94,33.5,100,1,4,2,2,1,0,0,2,26,18,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10387,Karan Iyer,Ai & Data Science,Senior Data Scientist,P2,Mumbai,Neha Singh,6.65,FALSE,FALSE,5,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10157,Karan Jain,Bi & Analytics,Analyst,P1,Mumbai,Priya Sharma,3.79,FALSE,FALSE,2.04,10-06-2026,1,100,89,86.3,100,100,89,86,6,0,1,2,2,2,1,1,1,1,386,26,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10195,Karan Joshi,Cloud & Platform,Cloud Engineer,P1,Noida,Vikram Rao,6.37,FALSE,FALSE,1.96,10-06-2026,1,100,83,72.7,100,100,83,0,11,100,1,1,1,1,0,0,0,1,472,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10234,Karan Mishra,Domain Consulting,Trainee,P1,Hyderabad,Meera Reddy,3.06,FALSE,TRUE,0.54,10-06-2026,1,100,78,74.6,100,100,78,0,40,0,1,1,1,1,1,1,1,1,567,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10272,Karan Patel,Bi & Analytics,Analyst,P1,Mumbai,Priya Sharma,5.16,FALSE,FALSE,2,10-06-2026,1,100,90,76.85,100,100,90,0,38.5,0,1,1,1,1,1,1,1,1,653,26,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10349,Karan Shah,Data Engineering,Data Engineer,P1,Hyderabad,Sneha Iyer,5.46,FALSE,FALSE,2.02,10-06-2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10119,Karan Verma,Enterprise Applications,Senior Developer,P2,Hyderabad,Rohan Joshi,8.73,FALSE,FALSE,5.04,10-06-2026,1,100,93,88.3,100,100,93,84,21,0,1,2,2,2,1,1,1,1,286,19,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10453,Kavya Agarwal,Cloud & Platform,Cloud Engineer,P1,Bangalore,Vikram Rao,4.57,FALSE,FALSE,2,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10394,Kavya Banerjee,Domain Consulting,Senior Consultant,P2,Chennai,Meera Reddy,7.72,FALSE,FALSE,5.04,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
E10203,Kavya Chatterjee,Data Engineering,Data Engineer,P1,Pune,Amit Desai,5.34,FALSE,FALSE,2,10-06-2026,1,100,93,78.6,100,100,93,0,50,100,1,1,1,1,0,0,0,1,493,25,0,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10070,Kavya Das,Enterprise Applications,Developer,P1,Chennai,Rohan Joshi,5.59,FALSE,FALSE,2,10-06-2026,1,50,82,49.9,50,50,41,82,19,100,2,4,2,2,1,0,0,2,172,26,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10032,Kavya Desai,Domain Consulting,Senior Consultant,P2,Mumbai,Meera Reddy,7.67,FALSE,FALSE,4.04,10-06-2026,1,50,90,51.2,50,50,45,90,12,100,2,4,2,2,1,0,0,2,81,25,2,TRUE,100% Free — First Timer,2026-06-10T12:55:28.802Z
E10318,Kavya Dubey,Data Engineering,Data Engineer,P1,Pune,Amit Desai,6.4,FALSE,FALSE,2,10-06-2026,1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,TRUE,Not Eligible,2026-06-10T12:55:28.802Z
